"CID","SMILES"
3160580,"CC1CC2=C(C(N3C4=CC=CC=C4N=C3N2)C5=CN=CC=C5)C(=O)C1"
2979435,"CCOC1=CC=C(C=C1)NC(=O)CC2C(=O)NCCN2C(=O)C3=CC=C(C=C3)Cl"
1434967,"CCC1=C(C(=CC=C1)CC)NC(=O)CN2C(=NOC2=O)C3=CC=C(C=C3)F"
3159869,"CCOC(=O)N1CCN(CC1)CC2=NC(=NC(=N2)NC3=C(C=C(C=C3)C)C)N"
3226073,"COC1=CC=C(C=C1)C2=NOC(=N2)C3CCCN(C3)C(=O)NC4=CC=CC=C4"
907758,"CC1=C2C(=O)C=CC=C(C2=C(N1CC(=O)C3=CC=CC=C3)C)OC"
3155467,"CCCN1C2=C(C=C(C=C2)C)C3(C1=O)N(N=C(S3)NC(=O)C)C(=O)C"
5334811,"CC(C)(C)C1=CC=C(C=C1)C=NNC(=O)C2=CC=CC=N2"
16192669,"C1CCN(C1)CC#CCC(C2=CC=CC=C2)C3=CC=CC=C3.Cl"
1103417,"CC1=NC2=C(C=CC3=CC=CC=C32)C(=C1)Cl"
98570,"CN1CCC2=CC3=C(C=C2C(=O)CC4=C(C1)C(=C(C=C4)OC)OC)OCO3"
960810,"CC(C)C1=CC=C(C=C1)N2N=C3C=CC(=CC3=N2)N"
2986519,"COC1=CC=CC(=C1)C2=NOC(=N2)C3=CC=C(O3)Br"
1434102,"CC1=CC2=NN=C(N2C(=N1)N)SCC(=O)NC3=CC(=CC=C3)OC"
1185867,"C1COCCN1C2=C(N=C(O2)C3=CC=CO3)S(=O)(=O)C4=CC=C(C=C4)Cl"
3121405,"CN1C(N(C(=O)C2=CC=CC=C21)C)C3=CC=CC=C3Cl"
2997261,"CC(C)(C)NC(=O)COC1=CC=C(C=C1)CNCC2=CN=CC=C2.Cl"
2822920,"CC1=NN2C(=CC(=NC2=C1)C3=CC=NC=C3)C(F)(F)F"
1148067,"COC1=CC(=CC(=C1)C(=O)N2CCN(CC2)C(=O)CC3=CC=CC=C3)OC"
3221824,"CC1=CC(=CC=C1)N(C(C2=CN=CC=C2)C(=O)NC(C)(C)C)C(=O)C3=CSN=N3"
1637639,"CC1=CC=CC=C1OCCCC(=O)NC2=NC(=C(S2)C(=O)C)C"
753891,"CCOC(=O)C1=C(C2=C(S1)N=C(C=C2)C3=CN=CC=C3)N"
3156170,"CC(C)C1=CC=C(C=C1)C2C(=C(OC3=C2OC(=CC3=O)CO)N)C#N"
3221123,"CC1=CC2=CC3=C(N=C2C=C1)SC(=NC4=CC=C(C=C4)OC)N(C3)CCOC"
3145439,"CCCN(CCC)CC(CN1C(=O)C(NC1=O)(C)C)O"
3220694,"CCOCCCNC(=S)N1C2CCC1CC(C2)NC(=O)NC3=CC=C(C=C3)C(=O)OCC"
2213740,"CC(C)C(=O)NC1=CC2=C(C=C1)OC(=O)C=C2"
828452,"C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=O)N2C4=CC=CC=N4"
3156821,"C1=COC(=C1)C(=O)NCCNC(=O)C2=CC=C(C=C2)F"
3223244,"CC1=CC=C(C=C1)NC(=O)C2CCN(CC2)C3=NC(=CC(=N3)C)C"
3223579,"CC1=CC=C(C=C1)C(=O)C2CCN(CC2)C(=S)NCC3CCCO3"
1429070,"CN1C(=NN=C1SCC(=O)N2CCCC2)CSC3=NC=CC=N3"
3218567,"CCOCCCNC(=S)N1CCC(CC1)NC(=O)C2=CC=CO2"
1017819,"CC1=C(C(=NN1CC2=CC=C(O2)C(=O)NCC3=CC=C(C=C3)OC)C)[N+](=O)[O-]"
3217360,"CCCC1(C2C(C(N1)C3=CC=CO3)C(=O)N(C2=O)C)C(=O)OC"
16192689,"CC(C)C(C1=NN=NN1C(C)(C)C)N2CCN(CC2)CC3=CN=CC=C3.Cl"
1088052,"CC1=C(C(=NC(=N1)NC2=NC3=CC=CC=C3O2)C)C(=O)NC4=CC=C(C=C4)F"
864714,"C1=CC=C(C=C1)CN2C(=NNC2=S)CNC3=CC=C(C=C3)Cl"
683376,"C1=CC(=C(C(=C1)Cl)C2=NN=C3N2C=C(C=C3)C(F)(F)F)F"
3156523,"CCOC(=O)C1=C(OC2=C(C1C3=CC(=C(C=C3)F)F)OC(=CC2=O)CO)N"
704098,"CC1=CC=C(C=C1)N2C(=NNC2=S)C3=CC=CO3"
3205685,"CCOC1=CC=C(C=C1)N(CC(=O)NCC2CCCO2)C(=O)CCC(=O)NC3=NC=CS3"
379219,"CCOC(=O)N1CCN(CC1)C(=O)NC2=CC=CC3=CC=CC=C32"
785618,"CN(C)C(=O)C1=CC=C(C=C1)NC=C(C=O)C2=NC3=CC=CC=C3O2"
770201,"C1CCC(CC1)C2=NC3=C(O2)C=CC(=C3)N"
1160385,"C1CCC(CC1)C(=O)NC2=NC3=C(S2)C=C(C=C3)C(=O)N4CCCCC4"
2952941,"CN1CCC(CC1)OC(=O)C2=CC=CO2.Cl"
945077,"COC1=C(C=C(C=C1)CCNC(=O)C2=CSC3=C2CCCC3)OC"
3227666,"CCC1CN(C2=C(O1)C=CC(=C2)C)C(=O)NC3=CC=CC(=C3)C"
975318,"COC1=CC=CC=C1NC(=O)CCSC2=NN=C(O2)C3=CC=CO3"
699658,"CN1C=C(C(=N1)C(=O)N2C=C(C=N2)Br)Br"
886905,"CN(C1=CC=CC=C1)C(=O)NC2=CC3=CC=CC=C3N=C2"
718484,"C1CN(C2=NC3=CC=CC=C3N21)C(=O)C4=CC=CC=C4Cl"
2916220,"CCC(C(=O)NC1=NOC(=C1)C)SC2=NC(=CC(=N2)C)C"
2874064,"CC1=CC=C(C=C1)C(=O)NC(=CC2=CC=CC=C2)C(=O)NCC3=CN=CC=C3"
3228820,"C1CN(CCC1(C2=CC(=CC=C2)C(F)(F)F)O)CC3=NN=NN3CC4=CC=CC=C4"
9592547,"CC(=NNC(=O)C1CCCCC1)CC(=O)NC2CCCC2"
679485,"C1=CC=C(C(=C1)C2=NC(=S)NN2)Cl"
2902883,"CC1=CC=CC=C1NC(=O)CCN2CCCC2.Cl"
3094907,"C1=CC(=CC=C1CC2=CC=NC=C2)N3C(=O)C4=C(C3=O)C=C(C=C4)Br"
55694,"CC1=C(C(=CC=C1)C)NC(=O)C[N+](C)(C)CC(COC2=CC=CC3=CC=CC=C32)O.[Cl-]"
2914657,"CCC(C(=O)NC1=NOC(=C1)C)SC2=NN=CN2C"
762095,"CC1=CC=C(C=C1)N2C=NC3=C2C=CC(=C3)NC(=O)C"
9591729,"CC1(CC2=CC=CC=C2C(N1)(C)C(=O)NN=CC3=CC=C(C=C3)OC)C"
3145784,"C1COCCN1CCCNC(=O)CSC2=NC(=CC(=N2)C(F)(F)F)C3=CC=CO3"
3142658,"COC1=C(C=C(C=C1)C(C#N)N2CCC(=N2)C3=CC=CC=C3)OC"
3137369,"C1=CC=C(C=C1)CNC(=S)NNC(=O)CNC2=CC(=CC=C2)Cl"
2892846,"CC1=CC(=CC=C1)CC2CC(=O)N(C2=O)CCC3=CC4=C(C=C3)OCO4"
722371,"C1=CC(=CC=C1C2=CSC(=N2)N)F"
3111560,"CCOC(=O)C(CC1=CC(=C(C=C1)OC)[N+](=O)[O-])NC(=O)CCC(=O)NC2=CC=C(C=C2)C"
3125519,"CC1(CC(=O)C(=CNCCN2CCNCC2)C(=O)C1)C"
2881075,"CCOC1=CC=C(C=C1)C(=O)NC(C)C2COC3=CC=CC=C3O2"
103148,"CC1=NC2=C(C=C1)C=C(C=C2)N"
775919,"COC1=CC=CC(=C1)C(=O)N2CCN3C2=NC4=CC=CC=C43"
2191385,"CN1CCN(CC1)C(=O)C(=CC2=CC(=CC=C2)[N+](=O)[O-])NC(=O)C3=CC=CS3"
713156,"CN(C)C(=O)OC1=C(C=C(C2=C1N=CC=C2)Cl)Cl"
1072940,"COC1=CC=CC=C1NC(=O)C2=CC3=C(C=C2)SN=N3"
2272826,"CC1=CN=C(C=C1)NP(=O)(OC2=CC=CC=C2OC)OC3=CC=CC=C3OC"
1457164,"CCN1C(=NN=C1SCC(=O)N2CCN(CC2)C(=O)C3=CC=CO3)C(C)C"
1581416,"CC1=C(SC2=NC(=NC(=C12)N)SCC(=O)N(CCO)CCO)C"
765638,"CC1=CC=C(C=C1)C(=O)NNC(=O)CNC2=CC(=CC=C2)Cl"
9585703,"CC(=NNC1=NC=CN=C1Cl)C2=CC=C(C=C2)F"
1469777,"CC1=CC2=C(C=C1)N(N=N2)C3CCN(CC3)CC(=O)NCC4=CC=CC=C4F"
1448096,"CC1=CC(=NC(=C1C#N)N2CCC(CC2)C(=O)N)C"
5759184,"CC(C)(C)C(=O)C(=CC1=CC=NC=C1)N2C=NC=N2"
3094071,"C1=COC(=C1)CNC(=O)C2=C(C(=C(C(=C2F)F)F)C(=O)NCC3=CC=CO3)F"
808569,"CC(C)C12CN3CC(C1=O)(CN(C2)C3(C)C)C(C)C"
1116203,"COC1=CC=CC=C1N2CCN(CC2)C(=O)C3=CC(=C(C=C3[N+](=O)[O-])OC)OC"
1072939,"C1CC1NC(=O)C2=CC3=C(C=C2)SN=N3"
302653,"C1=CC=C(C(=C1)NCC(=O)NN)Cl"
847246,"C1=CC=C(C(=C1)C(=O)NC2=NC=CS2)N"
799698,"CC1=NN=C(N1N)SCC2=CC(=C(C=C2)OC)[N+](=O)[O-]"
1147805,"C1=CC=C(C(=C1)C(=O)NC(=S)NC2=CC=C(C=C2)CC3=CC=NC=C3)F"
2840018,"C1CC(OC1)CNC(=O)C2=CC3=CC=CC=C3OC2=O"
2760335,"C1=CC=C(C=C1)CCNC(=S)NC2=CC=CC=C2"
801952,"CC1=CC=CC=C1C(=O)NC(=S)NCC2=CN=CC=C2"
3204877,"COC1=CC=C(C=C1)CNC(=O)CN(CC2=CC=CS2)C(=O)CCC(=O)NC3=CC=CC=N3"
1441432,"C1CN(CCC1O)C2=CC(=NC3=CC(=NN32)C4=CC=C(C=C4)F)C5=CC=CC=C5"
9585243,"CC(=NNC(=O)C1=CC=C(C=C1)C2=CC=CC=C2)C3=CC(=CC=C3)N"
2877667,"CCCOC1=CC=C(C=C1)N2C(=O)CC(C2=O)N3CCN(CC3)CCNC=C4C(=O)CC(CC4=O)(C)C"
1722949,"CCCS(=O)(=O)C1=C2C=CC(=CN2C(=C1S(=O)(=O)CCC)C(=O)C3=CC=C(C=C3)OC)C(=O)N"
1164322,"CC(C)(C)C1=NN=C(S1)NC(=O)CC2=CC(=C(C=C2)OC)OC"
769945,"CC1=CC=C(C=C1)OCC2=NNC(=S)N2CC3=CC=CC=C3"
705818,"CN(C)C(=O)C1=C2CCCCC2=NC3=CC=CC=C31"
5720182,"CC(C1=CC=CC=C1)NC(=O)C=CC2=CC=CC=C2"
3224562,"C1=CC=C(C=C1)C2=CC=CC=C2NC(=O)CN3C(=O)C=CC(=N3)C4=CC=CC=C4Cl"
16192740,"CCN(CC)CCCN(C1=NC(=CS1)C2=CC=C(C=C2)C)C(=O)C3=CC=CO3.Cl"
1340468,"CCC(=O)NC1=CC(=CC=C1)NC(=S)NC(=O)C2=CC3=CC=CC=C3O2"
969997,"C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)NC3=CN=CC=C3"
16192743,"C1CCN(CC1)CC(=O)NCC2(CCCC2)C3=CC=CC=C3.Cl"
1115164,"CCOC(=O)C1=C(SC(=C1C)C(=O)OCC)NC(=O)CCN2CCN(CC2)C"
890150,"CC(C)C(=O)NC1=CC=CC(=C1)C(=O)NC2=NN=C(S2)COC"
56642919,"CCCOC1=CC=C(C=C1)C(=O)ON=C2CC(N(CC2C)C)C.Cl"
3151959,"CC(C)C1=NN=C(S1)NC(=O)CC2=CC(=C(C=C2)OC)OC"
1090004,"CC1=CC=C(C=C1)NC(=O)COC(=O)C2=CC=CO2"
1148052,"C1CN(CCN1C(=O)COC2=CC=C(C=C2)Cl)C(=O)C3=CC=CS3"
2930798,"C1COC2=C(O1)C=CC(=C2)NC(=O)NC3=CC=C(C=C3)[N+](=O)[O-]"
846364,"CC1=CC(=NC(=N1)C)NC(=O)C2=CC=C(C=C2)Br"
3155442,"CC(C)(C)C1=C2C(C(=C(OC2=NN1)N)C#N)C3=CC=CO3"
2831623,"CCNC1=C(C(=O)OC2=CC=CC=C21)[N+](=O)[O-]"
39686,"CCN(CC)C1=C(C(=O)OC2=CC=CC=C21)[N+](=O)[O-]"
1073205,"COC1=CC=C(C=C1)N2C(=NN=N2)SCC(=O)NC3=CC=CC=C3N4CCOCC4"
3230304,"CC(=O)C1=CC(=CC=C1)NC(=O)N2CCCC2C(=O)NCC3=CC4=C(C=C3)OCO4"
3224467,"COC1=CC=CC=C1C2=NN(C(=O)C=C2)CC(=O)NC3CCC4=CC=CC=C34"
864562,"C1CCC(CC1)C2=NNC(=S)N2CC3=CC=CC=C3"
779355,"CN1C2=CC=CC=C2C(=C(C1=O)[N+](=O)[O-])OC3=CC=CC=C3"
2927361,"CC1(CC(C2=CC=CC3=C2N1C(=O)C3=O)(C)C4=CC=CC=C4)C"
3156035,"CCOC1=C(C=C(C=C1)C(=O)NN2C=NN=C2)OCC"
2945566,"CC1=CC(=CC=C1)OCCCN2C3=CC=CC=C3N=C2CO"
1373928,"COC1=C(C=C(C=C1)CCNC(=O)CN2N=C(N=N2)C3=CC(=C(C=C3)OC)OC)OC"
6867365,"CN(C)C1=CC=C(C=C1)C=NNC(=O)C2=NC(=CC=C2)C(=O)NN=CC3=CC=C(C=C3)N(C)C"
3230766,"C1CC(CN(C1)C2=NC=NC3=C2N=NN3CC4=C(C=CC=C4Cl)F)O"
2834080,"CC(C)OC(=O)NC1=CC2=C(CCC3=CC=CC=C3N2C(=O)CCN4CCOCC4)C=C1.Cl"
3168437,"CC1=NN=C(N1CC2CCCO2)SCC(=O)NNC(=O)C3=CC=C(C=C3)Cl"
3215560,"CC(=O)NC1=CC=C(C=C1)N(C(C2=CC=CC=C2F)C(=O)NCC3=CC=CO3)C(=O)CNC(=O)C4=CC=CO4"
16192761,"C1CCN(CC1)C2=NC(=NC(=N2)SC(=N)N)N3CCCCC3.Cl"
855522,"CCOC(=O)C(C)(C)N1N=C(N=N1)C2=CC=C(C=C2)[N+](=O)[O-]"
3227369,"CC1=NC2=NC=NN2C(=C1)N3CCCC(C3)C(=O)NC4=CC(=CC=C4)Cl"
16192765,"CCCCCCCN1C2=C(CCCC2)C(=N)C3=C1CCC3.Br"
9589896,"COC1=C(C=C(C=C1C=NNC(=O)C2=CC=NC=C2)Br)Br"
2903734,"C1CN(CCC1C(=O)N2CCN(CC2)CC3=CC4=C(C=C3)OCO4)CC5=CC=CS5.C(=O)(C(=O)O)O"
3089070,"C1=CC(=CC(=C1)Br)NC(=O)NCCCl"
2863095,"COC1=C(C=C(C=C1)CN2C=CN=C2CO)[N+](=O)[O-].Cl"
741729,"C1=CC2=CN=C(N2C=C1)C3=CC=C(C=C3)Cl"
2834773,"CC1=NOC2=C1C(=O)C(C(C2)(C)C)C(=O)OC"
704967,"CC1=CC=C(C=C1)NC2=NC=NC(=N2)N"
2934192,"CC1=C(C=CC(=C1)Br)OCCNCC2=CC=CC=C2.C(=O)(C(=O)O)O"
861048,"CC1=CC=CC2=NC(=C(N12)NCCC(C)C)C3=CN=CC=C3"
847265,"C1=CC=C(C(=C1)C2=NN=NN2C3=CC=C(C=C3)F)Cl"
5331621,"CCC(=NNC(=S)NC1=CC=CC(=C1)C)C2=CC=CC=C2"
3147349,"CC1=CC(=C(C=C1)NC(=O)CSC2=NN=C(O2)C3=CC=CO3)C"
761220,"CC(C)(C)C1=NC2=CC(=C(C=C2O1)[N+](=O)[O-])Cl"
5738286,"C1=CC=C(C(=C1)C=CC2=NC(=NO2)C3=CN=CC=C3)Cl"
718215,"COCC1=NC2=CC=CC=C2N1CC3=C(C=CC=C3Cl)F"
9592610,"CC1=C(C=CC(=C1)Cl)NC(=O)CC(=NNC(=O)C(C2=CC=CC=C2)OC)C"
3157157,"CC1=CC=C(C=C1)CC2CC(=O)N(C2=O)C3=NC(=CC(=N3)C)C"
2891445,"CC(C(=O)NC1=CC(=CC=C1)[N+](=O)[O-])OC2=CC=CC=C2"
980311,"CCCC(=O)NC1=NN=C(S1)SCC(=O)N2CCN(CC2)C3=CC=CC=C3"
9595183,"CC(=NNC(=O)C1=NC=CN=C1)CC(=O)NCC2=CC=C(C=C2)OC"
565940,"CC1=CC(=C(C=C1)NC(=O)C(=O)NCC2=CC=CO2)C"
706207,"CC1=CC=CC=C1NC(=O)CN2C3=CC=CC=C3SC2=O"
2856001,"COC1=CC=C(C=C1)NC(=O)C(=O)NCCCN2C=CN=C2"
1166120,"CC1CCN(CC1)C(=O)CN2N=C(N=N2)C3=CC=CS3"
894261,"CC1=CC(=NC(=N1)N(CC2=CC=C(C=C2)Cl)C#N)C"
939419,"C1CCC2(C1)C(=C(N3C4=CC=CC=C4NC3=C2C#N)N)C#N"
3146294,"COC(=O)C1=CC(=CC=C1)NC2=NC=C(C=C2)[N+](=O)[O-]"
1100694,"CCC(=O)NC1=CC=C(C=C1)C(=O)NNC(=O)C2=CC(=C(C(=C2)OC)OC)OC"
2361013,"C1=COC(=C1)CNC(=O)CSC2=CC=C(C=C2)Cl"
2793310,"CC1=CC(=C(C=C1)OCCCC(=O)NC2=NN=C(S2)C3CCCO3)C"
845852,"CC(C)(C)C1=CC=C(C=C1)C=C(C#N)C(=O)NCCN2CCOCC2"
2849650,"CC1=CC(=CC=C1)N2C(=O)CC(C2=O)N3CCN(CC3)C4=CC=CC=N4"
6858693,"C1=CC(=C(C(=C1)Cl)C=NN2C(=NNC2=S)C3=CN=CC=C3)F"
2193932,"CC1=NC2=C(O1)C=CC(=C2)NC(=O)NCCCO"
692750,"CC(=O)C1=CC(=CC=C1)NC(=O)C2=CC(=C(C(=C2)OC)OC)OC"
2876700,"CC1=NC2=CC=CC=C2N1CC(COC3=CC=C(C=C3)Br)O"
9592799,"CCN(CC)C1=CC=C(C=C1)C=NNC(=O)C(C2=CC=CC=C2)O"
3219837,"CC1=C(C=CC(=C1)NC(=O)C2CCCN2C(=O)NC3=CC(=CC=C3)Cl)N4C=NN=N4"
782427,"CC1=CC(=CC(=C1)NC(=O)C2=C(N=C3N2C=CC=C3)C)C"
730979,"C1=CC=C2C(=C1)C(=NC=N2)NC3=CC(=CC=C3)OC(=O)C4=CN=CC=C4"
931244,"CCOC1=CC2=C(C=C1)N(C(=C2C(=O)C)C)CC3=CC=CO3"
3127683,"CC(C)CNC(=O)C(=O)NCCCN1CCOCC1"
772656,"COC1=CC(=C(C=C1)NC(=O)CCN2CCOCC2)OC"
3205702,"CC1=CC=CC=C1N(CC(=O)NCC2=CC=CO2)C(=O)CCC(=O)NC3=NC=CS3"
809193,"COC1=C(C=C(C=C1)CC(=O)NNC(=O)C2=CC=CS2)OC"
1449212,"COC1=C(C=C(C=C1)CCN2C(=NN=N2)CN3CCN(CC3)C(=O)C4=CC=CO4)OC"
3125332,"CCCCOC1=CC=C(C=C1)CC2CCC(=O)NC2=O"
1462244,"CCCN1C2=CC=CC=C2N=C1N3CCN(CC3)C(=O)NC4=CC=CC=C4"
1442549,"CCN(CC)CC(=O)NC1=C(C2=C(S1)CCC2)C(=O)C3=CC=CC=C3OC"
800438,"CC1=C(C=CC=C1Cl)NC(=S)NC2=CC=CC=N2"
5759321,"CC(=O)N(C(=O)C)N1C(=NC2=CC=CC=C2C1=O)C=CC3=CC(=CC=C3)[N+](=O)[O-]"
1101146,"C1COCCN(CCOCCN1C(=O)OCC2=CC=CC=C2)C(=O)OCC3=CC=CC=C3"
3174407,"CC(C)(C)NC(=O)C(C1=CC=C(C=C1)F)N(CC2=CC=CS2)C(=O)C3=CC=C(O3)CN4CCOCC4"
1712511,"C1COCCN1C(=O)C(=O)C2=CNC3=CC=CC=C32"
809038,"C1=CC=C(C=C1)CC(=O)NN2C(=O)C3=CC=CC=C3C2=O"
23669599,"C1=CC=C2C(=C1)C(=CN2)CCNC(=O)OCCSS(=O)(=O)[O-].[Na+]"
856363,"COC1=CC=C(C=C1)CN(C2=CC=CC=C2)C(=O)C3=CC=CS3"
799363,"C1OC2=C(O1)C=C(C=C2)CNC3=NC4=CC=CC=C4N3"
1175641,"COC1=C(C=C(C=C1)N2C(=NN=N2)SCC(=O)NC3=CC=CC=C3N4CCOCC4)OC"
3215760,"CC1=CC=C(C=C1)N(C(C2=CC(=C(C=C2)OC)OC)C(=O)NCC3CCCO3)C(=O)CNC(=O)C4=CC=CS4"
2915193,"C1CCC2C(C1)C(=O)N(C2=O)C3CCC(CC3)C(=O)NC4=CC=C(C=C4)CC5=CC=NC=C5"
3215751,"CC1=CC=CC=C1N(C(C2=CC(=C(C=C2)OC)OC)C(=O)NCC3CCCO3)C(=O)CNC(=O)C4=CC=CS4"
3124959,"CNC1=NN2C(=NN=C2C(C(C(F)(F)F)(F)F)(F)F)C=C1"
3209579,"COC1=CC=CC=C1C(C2=NN=NN2CC3CCCO3)N4CCN(CC4)C5=CC=CC=C5"
3115419,"CC(C(=O)NNC(=O)C1=CC=CS1)OC2=CC=CC=C2"
9590654,"CC1=CC(=CC=C1)NCC(=O)NN=CC2=CC=C(C=C2)Br"
3165284,"C1=CC=C2C(=C1)N=NN2CC(=O)NC3=CC=CC=C3[N+](=O)[O-]"
3104556,"CC(=O)NCCCC(=O)NC(CCC(=O)OCC1=CC=CC=C1)C(=O)OCC2=CC=CC=C2"
830970,"CC1=CC2=NC(=CN2C=C1)C3=CC4=CC=CC=C4OC3=O"
293820,"C1=CC(=CN=C1)NC(=O)COC2=CC=C(C=C2)[N+](=O)[O-]"
3111174,"CC(C)(C)C(=O)NC(C(Cl)(Cl)Cl)N1C=NC2=C1N=CN=C2N3CCOCC3"
3132822,"COC(=O)CCCCC1C(=O)C(CS1)NC(=O)C2=CC=CC=C2"
3146595,"CCOC1=C(C=C(C=C1)C2C(=C(C(=O)N2CC3=CN=CC=C3)O)C(=O)C4=CC=CS4)OC"
883169,"C1=CC=C2C(=C1)C(=CN2CC(=O)NC3=CC=C(C=C3)F)C=O"
5875601,"CCC(=O)NN=CC1=CC=C(O1)C2=CC=C(C=C2)Cl"
5333316,"COC1=CC(=C(C=C1)OC)C=NNC(=O)C(=O)N2CCCC2"
1446991,"CC1=NC=C(N=C1)C2=NN=C(S2)N(C3=CC=CC=C3)C(=O)C"
888983,"CC1=CC=C(C=C1)NC(=O)CN2C3=CC=CC=C3OC2=O"
3125277,"CCCCC(CC(COCCC)O)C(=O)NN"
1101540,"CC1=C(C(=NN1CC(=O)NC2=CC(=C(C=C2)OC)OC)[N+](=O)[O-])Cl"
1923948,"CCCNC(=O)CN1C(=CC(=N1)C(F)(F)F)C"
912542,"CC1=CC(=CC(=C1)C(=O)N2CCN(CC2)C3=CC=CC=N3)C"
879551,"COC1=C(C=C(C=C1)Cl)C(=O)NCC2=CC=CO2"
3108334,"CC(C)CC(C(=O)N)NC(=O)C(C(C)C)NC(=O)OC(C)(C)C"
1175766,"C1CN(CCN1C(=O)CSC2=NN=NN2C3=CC4=C(C=C3)OCCO4)C(=O)C5=CC=CO5"
3222295,"CC1=CC=CC=C1CCN(CC(=O)NC2CCCCC2)C(=O)C3=CSN=N3"
855336,"COC1=CC2=C(NN=C(N=C2C=C1)C3=CC=NC=C3)C4=CC=CS4"
1088634,"CC1=C(C(=CC=C1)C)NC(=O)COC(=O)C2=CN=CC=C2"
856919,"C1=CC=C(C=C1)NCC2=NN=C(O2)SCC3=C(C=CC=C3Cl)F"
3926260,"CCN1C(=NN=C1SCC(=O)NC2=CC(=CC=C2)F)CNC(=O)C3=CC=CO3"
3149176,"C1CCC(CC1)NC(=O)C2CC(=O)OC23CCCCC3"
3165818,"C1COCCN1CC2=NN=NN2C3=CC=C(C=C3)[N+](=O)[O-]"
1448648,"CC(C)CCN1C(=NN=N1)CN2CCN(CC2)C3=CC=CC=C3"
2303647,"C1=CC=C(C=C1)C2=CC(=NC(=N2)NN)C3=CC=CC=C3"
3129461,"CC(=O)N1C(OC(=N1)C2=CC(=CC=C2)[N+](=O)[O-])C3=CC=CC=C3OC"
3157003,"CC1=CC(=NC(=N1)Cl)SC2=NC(=NC(=N2)N(C)C)N(C)C"
5767183,"CC1=C(C=C(C=C1)NC(=O)C(=O)NCC2=CC=C(O2)C=C(C#N)C(=O)NCCOC)C"
16192830,"CC(C(=O)NC1CCCCC1)NCC2=CC3=C(C=C2)OCO3.C(=O)(C(=O)O)O"
1373519,"CC1=NC2=CC=CC=C2C(=O)N1CC(=O)NC3=C(C=CC(=C3)OC)OC"
855120,"CN1C(=NN=C1SCC2=CC=C(C=C2)Cl)C3CC3"
9594928,"CC1=CC=CC2=C1N=C(C=C2C)SCC(=O)NN=CC3=CN=CC=C3"
846634,"COC1=CC=CC(=C1)NC(=O)C2=CC=CC=C2C(F)(F)F"
1094968,"CCN(CC)C(=O)N1CCN(CC1)C(=O)N2CCOCC2"
3193661,"CCC(C)(C)N1C(=NN=N1)C(C(C)C)N(CC2=CN=CC=C2)CC3=CC=CO3"
5333347,"C1CCN(C1)C(=O)C(=O)NN=CC2=CC=CS2"
3214644,"CCCN1C(=NN=C1SCC(=O)N2CCCC(C2)C)C3=CC=CC=N3"
864863,"CC1=NN=C(N1C)SCC(=O)NC2=CC=CC(=C2)C(=O)OC"
863010,"CC1=CC=C(C=C1)NC(=O)C2=CC(=C(C=C2N3C=NN=N3)OC)OC"
3156349,"CC1(CC2=C(C(C(=C(O2)N)C(=O)OCCOC)C3=CC=NC=C3)C(=O)C1)C"
3174528,"CC1=CC(=CC=C1)N(C(C)C(=O)NCC2CCCO2)C(=O)C3=C(C(=NS3)C(=O)N)N"
813472,"CC1=C(C(=NN1CC(=O)NC2=CC3=C(C=C2)OCO3)C)[N+](=O)[O-]"
16192849,"CC1CCCCC1NCC2=CC(=CC=C2)[N+](=O)[O-].C(=O)(C(=O)O)O"
540178,"CC1=C(C(=NO1)C2=CC=CC=C2Cl)C(=O)NNC(=O)C3=NN(C=C3Cl)C"
859027,"CNC(=S)N1CCN(CC1)C2=NC3=CC=CC=C3S2"
3145065,"CCC(C1=CC=CC=C1)C(=O)NC2=CC=C(C=C2)C(C)C"
3143212,"CCOC(=O)C1=CC(=C(C=C1)NNC(=O)C)[N+](=O)[O-]"
16192850,"CCC(C1=NN=NN1CC2=CC3=C(C=C2)OCO3)N4CCN(CC4)CC.Cl"
220926,"COC1=CC=C(C=C1)NC2=NC3=CC=CC=C3S2"
717251,"CC1=CC=C(C=C1)OCC(=O)N2CCN(CC2)C(=O)C3=CC=NC=C3"
3230918,"CC1=NN=C(S1)N(CCOC)C(=O)C2=CC=CC=C2OC"
2867304,"C1CCC(CC1)NC(=S)NCC(CO)O"
795660,"CC1=CC(=CC=C1)NC(=S)N2CCN(CC2)C3=CC=CC=C3OC"
16192859,"C1=CC=[N+](C=C1)CC(=O)N2C3=CC=CC=C3SC4=CC=CC=C42.[Cl-]"
1452728,"CC1=CC(=NC=C1NC(=O)C2=CC=CC=N2)NC(=O)C3CCCCC3"
742136,"C1=CN=CC=C1C2=NN=C(O2)SCC(=O)N"
3127626,"CC1=C(C=C(C=C1)N2C(=O)C3C(N4CCCN4C3C2=O)C5=CC=CC=C5)C"
1373312,"COC1=CC=CC=C1NC(=O)CC2=CSC(=N2)NC(=O)C3=CC=CC=C3"
702852,"C1=CC=NC(=C1)CSC2=NC=NN2"
5727075,"C1CC(OC1)CNC(=O)C(=CC2=CC=CS2)NC(=O)C3=CC=CC=C3"
973067,"C1=CC(=CC(=C1)Cl)NC2=NC(=CS2)C3=CN=CC=C3"
3158274,"CC(=O)NC1=CC=C(C=C1)C(=O)NC2=NN=C(S2)SCCOC"
